id,type,source,chapter_id,creator,question
MA0403,INT,MODULE,MA04,admin,"The length of a line segment AB is 10 units. If the coordinates of one extremity are (2,-3) and the abscissa of the other extremity is 10 then the sum of all possible values of the ordinate of the other extremity is -
$(\mathbb{C})12$
(D)-6
(A)3
$(\mathbf{B})-4$"
MA0404,INT,MODULE,MA04,admin,"If A and B are the points (-3,4) and (2,1), then the co-ordinates of the point C on AB




produced such that AC=2BC are:
$$\mathrm{A})\:(2,4)\quad(\mathrm{B})\:(3,7)\quad(\mathrm{C})\:(7,-2)\quad(\mathrm{D})\:\left(-\frac{1}{2},\frac{5}{2}\right)$$"
MA0405,INT,MODULE,MA04,admin,"The orthocenter of the triangle ABC is 'B'and the circumcenter is'S'(a,b).If A is the origin
then the co-ordinates of C are :
$$\mathrm{(B)\left(\frac{a}{2},\frac{b}{2}\right)\quad(C)\left(\sqrt{a^2+b^2},0\right)\quad(D)~none}$$
(A$)\left(2\mathrm{a},2\mathbf{b}\right)$"
MA0406,INT,MODULE,MA04,admin,"A particle begins at the origin and moves successively in the following manner as shown,

1



POINT & STRAIGHT LINE

1/2 unit up,
1/4 unit to the right,
1/16 unit to the right etc.
$$$$
1 unit to the right,
1/8 unit down,


The length of each move is half the length of the previous move and movement continues in the
'zigzag' manner infinitely. The co-ordinates of the point to which the'zigzag' converges is -
$\left(\mathrm{D}\right)\left(2,2/5\right)$
(A) (4/3, 2/3)
$\left(\mathbf{B}\right)\left(4/3,2/5\right)$
(C$)\left(3/2,2/3\right)$"
MA0407,INT,MODULE,MA04,admin,"The medians of a triangle meet at (0,-3) and its two vertices are at (-1,4) and (5,2). Then the
third vertex is at-

$\left(\mathrm{A}\right)\left(4,15\right)$

$\left(\mathbf{B}\right)\left(-4,-15\right)$

(C)(-4,15)

(D)(4,-15)"
MA0408,INT,MODULE,MA04,admin,"If the two vertices of a triangle are (7,2) and (1,6) and its centroid is (4,6) then the coordinate of

the third vertex are (a, b). The value of (a+b), is-

(A)13

$(\mathbf{B})14$

$(\mathbb{C})15$


$(D)16$

$\mathbf{11. \:}$If in triangle ABC, A$\equiv(1,10)$,circumcenter$\equiv\left(-\frac13,\frac23\right)$and orthocenter$\equiv\left(\frac{11}3,\frac43\right)$thenth

co-ordinates of mid-point of side opposite to A is-

$\left(\mathrm{D}\right)\left(1,6\right)$

$\left(\mathbf{B}\right)\left(1,5\right)$

$\left(\mathbf{C}\right)\left(1,-3\right)$

(A$)\left(1,-11/3\right)$

are
<table>
	<tbody>
		<tr>
			<th rowspan=""2"">12.</th>
			<th>Suppose ABC is a triangle with (cosB-sinA, sinB-cosA)can b</th>
			<th>te angles A, B and C. The point whose coordinates he.</th>
		</tr>
		<tr>
			<th>Suppose ABC is a triangle with (cosB-sinA, sinB-cosA)can b (A) first and $2^\mathrm{nd}$ quadrant (C) third and 4$^\mathrm{th}$ quadrant</th>
			<th>te angles A, B and C. The point whose coordinates he- $(\mathbf{B})$ second and the 3$^\mathrm{rd}$ quadrant (D) second quadrant only</th>
		</tr>
		<tr>
			<td>13.</td>
			<td>Consider the points P( 2, - 4) ; Q( 4, 1)  ( A)  form an equilateral triangle $(\mathbf{B})$ form a right angled triangle (C) form an isosceles triangle wh (10) are collinear 1</td>
			<td>${\mathrm{nd~R}}(7,1).{\mathrm{~The~points~P,Q,R~-}}$ not equilateral</td>
		</tr>
		<tr>
			<td rowspan=""2"">14.</td>
			<td>A triangle has rwo or its vertices on the x-axis. If the area of the tr $x+ka+kier$ $is.$</td>
			<td>1.4 and $(L,L)$ in the cartesian plane. Irs thiro Verlex e is 2 square units then the sum of the possible absci</td>
		</tr>
		<tr>
			<td>$(\mathbf{A})-4$ $( \mathbf{B} )$ 0</td>
			<td>(C) 5 (D)6</td>
		</tr>
	</tbody>
</table>
lies



2



POINT & STRAIGHT LINE"
MA0409,INT,MODULE,MA04,admin,"A point P(x, y) moves so that the sum of the distance from P to the coordinate axes is equal to

the distance from P to the point A(1,1). The equation of the locus of P in the first quadrant is -

$\left(\mathrm{A}\right)\left(\mathrm{x}+1\right)\left(\mathrm{y}+1\right)=1$

$\left(\mathbf{B}\right)\left(\mathbf{x}+1\right)\left(\mathbf{y}+1\right)=2$ (D)(x-1)(y-1)=2

(C)(x-1)(y-1)=1"
MA0410,INT,MODULE,MA04,admin,"Let A(2,-3) and B(-2,1) be vertices of a ΔABC. If the centroid of ΔABC moves on the line
$2x+3y=1$,then the locus of the vertex C is-

(D)3x-2y=3

$(\mathbb{C})$ 3x+2y=5

$\left(\mathbf{B}\right)2\mathbf{x}-3\mathbf{y}=7$

(A)2x+3y=9"
MA0411,INT,MODULE,MA04,admin,"A stick of length 10 units rests against the floor and a wall of a room. If the stick begins to slide

on the floor then the locus of its middle point is :

(C) $\mathrm{x} ^2+ \mathrm{y} ^{2}= 100$

$( \mathbf{B} )$ $\mathbf{x} ^{2}+ \mathbf{y} ^{2}= 25$

$(D)$ none

( A)  $x^{2}$+ $y^{2}$= 2. 5"
MA0412,INT,MODULE,MA04,admin,"Given the points A(0,4) and B(0,-4), the equation of the locus of the point P such that

|AP- BP|=6is-

$\left(\mathrm{A}\right)9\mathrm{x}^{2}-7\mathrm{y}^{2}+63=0$

$( \mathbf{B} )$ $9\mathbf{x} ^{2}- 7\mathbf{y} ^{2}- 63= 0$ $( \mathbf{D} )$ $7\mathbf{x} ^{2}- 9\mathbf{y} ^{2}- 63= 0$

$( \mathbf{C} )$ $7\mathbf{x} ^{2}- 9\mathbf{y} ^{2}+ 63= 0$"
MA0413,INT,MODULE,MA04,admin,"A line passes through (2,2) and cuts a triangle of area 9 square units from the first quadrant.

The sum of all possible values for the slope of such a line, is-

$(\mathbf{B})-2$

$(\mathbf{C})-1.5$

(D)-1

(A)-2.5

<table>
	<tbody>
		<tr>
			<th rowspan=""2"">20.</th>
			<th>The diagonals of a parallelogram PQF PQRS must be a: (A) Rectangle (C) cyclic quadrilateral</th>
			<th>are along the lines x+ 3y=4 and 6x-2y=7. Ther $(\mathbf{B})$ square (D) rhombus</th>
		</tr>
		<tr>
			<th>The diagonals of a parallelogram PQF</th>
			<th rowspan=""1"">The diagonals of a parallelogram PQRS are along the ${\mathbf{e}}$ I1tt es x+ 3v= 4 and 6x- 2v= 7.  The</th>
		</tr>
		<tr>
			<td>21.</td>
			<td>${\mathrm{A} }$ ${\mathrm{and}}$ ${\mathrm{B} }$ 3 are any two points $0n$ 2(OA)+3(OB)=10.If P is the middle (A)2x+3y=5 $( \mathbf{B} )$ $2\mathbf{x} + 3\mathbf{y} = 10$</td>
			<td>ne positive x and y axis respectively satisfying oint of AB then the locus of P is- $( \mathbf{C} )$ $3\mathbf{x} + 2\mathbf{y} = 5$ (D) 3x+2y=10</td>
		</tr>
		<tr>
			<td rowspan=""1"">22.</td>
			<td>x+ y= 5 and 7x+ 4y= 15 is-  $\left(\mathrm{A}\right)\left(2,1\right)$ $(\mathbf{B})\left(-1,2\right)$</td>
			<td>$\left(\mathbf{C}\right)\left(1,2\right)$ $\left(\mathrm{D}\right)\left(1,-2\right)$</td>
		</tr>
		<tr>
			<td rowspan=""2"">23.</td>
			<td>If the x intercept of the line y=mx $k+$ $\cdot\mathbf{h}_{a}$ $a_{int}$ $\rho rwal$</td>
			<td>is greater than 1/2 then the gradient of the line lies ir</td>
		</tr>
		<tr>
			<td>.1.0. $\left(\mathrm{A}\right)\left(-1,0\right)$ $(\mathbf{B})\left(-1/4,0\right)$</td>
			<td>$(\mathbf{C})\left(-0{0,-4}\right)$ $\left(\mathrm{D}\right)\left(-4,0\right)$</td>
		</tr>
	</tbody>
</table>

$\boxed{3}$



POINT & STRAIGHT LINE"
MA0414,INT,MODULE,MA04,admin,"The greatest slope along the graph represented by the equation $4\mathrm{x} ^{2}- \mathrm{y} ^{2}+ 2$y-1=0,is-

(A)-3

$(\mathbf{B})-2$

$(\mathbb{C})2$(D)3"
MA0415,INT,MODULE,MA04,admin,"The extremities of the base of an isosceles triangle ABC are the points A(2,0) and B(0,1). If the
equation of the side AC is x=2 then the slope of the side BC is -

(A)$\frac 34$ (B) $\frac 43$ (C) $\frac 32$ (D) $\sqrt {3}$"
MA0416,INT,MODULE,MA04,admin,"Number of lines that can be drawn through the point (4,-5) so that its distance from (-2,3) will

be equal to 12 is equal to-

(D)3

(A) 0


$(\mathbf{B})1$

$(\mathbb{C})2$"
MA0417,INT,MODULE,MA04,admin,"Two mutually perpendicular straight lines through the origin form an isosceles triangle with the

line 2x+y=5. Then the area of the triangle is:

$(\mathbf{B})3$

$(\mathbb{C})5/2$

(A) 5

$(D)1$"
MA0418,INT,MODULE,MA04,admin,"Point'P' lies on the line $\ell ($x$, y) | 3$x+5y$= 15\} .$ If'P' is also equidistant from the coordinate

axes, then P can be located in which of the four quadrants-

$(D)$ IV only

(A) I only

(C) I or II only

$(\mathbf{B})$ II only"
MA0419,INT,MODULE,MA04,admin,"The area of the parallelogram formed by the lines 3x+4y=7a; 3x+4y=7b; 4x+3y=7c and

4x+3y=7d is-

( A) $\frac {\left | ( a- b) ( c- d) \right | }7$

$(\mathbf{B})\left|(\mathbf{a}-\mathbf{b})\left(\mathbf{c}-\mathbf{d}\right)\right|$ (D) 7|(a-b)(c-d)|

(C$) \frac {\left | ( \mathrm{a- b}) ( \mathrm{c- d}) \right | }{49}$"
MA0420,INT,MODULE,MA04,admin,"If x$_1$,y$_1$are the roots of x$^2+8$x-20=0,x$_2$,y$_2$ are the roots of $4x^2+32$x-57=0 and x$_3$, y$_3$ are

the roots of $9x^2+72x-112=0$, then the points, (x_1,y_1), (x_2,y_2) and (x_3, y_3)-

(A) are collinear

(B) form an equilateral triangle

(C) form a right angled isosceles triangle (D) are concyclic"
MA0421,INT,MODULE,MA04,admin,"If the lines x$+(\cos\alpha)$y$+ \sin \alpha = 0$ pass through the same point where $\alpha\in\mathbb{R}$ then $\lambda$ lies in the

interval -

$( \mathbf{B} ) \left \lceil - \sqrt {2}, \sqrt {2}\right \rceil$ $( \mathbf{C} ) \left [ - 2, 2\right ]$ $( \mathbf{D} ) \left ( - \infty , \infty \right )$

(A)[-1,1]

$\underline{4}$



POINT & STRAIGHT LINE"
MA0422,INT,MODULE,MA04,admin,"Family of lines represented by the equation (cosθ+ sinθ)x+(cosθ-sinθ)y-3(3 cosθ+ sinθ)=0 passes through a fixed point M for all real values of $\theta . \textbf{The reflection of M in the line x- y= 0, }$ is-

$\left(\mathbf{C}\right)\left(-6,3\right)$

$\left(\mathbf{B}\right)\left(3,6\right)$

$\left(\mathrm{D}\right)\left(3,-6\right)$

(A)(6,3)"
MA0423,INT,MODULE,MA04,admin,"m, n are integer with 0<n<m. A is the point (m, n) on the Cartesian plane. B is the reflection of A in the line y=x. C is the reflection of B in the y-axis, D is the reflection of C in the x-axis and E is the reflection of D in the y-axis. The area of the pentagon ABCDE is-
(A) 2m(m+n)
$(\mathbf{B})$m(m+3n)
$(\mathbf{C})$m(2m+3n)
(D)2m(m+3n)"
MA0424,INT,MODULE,MA04,admin,"Area of the quadrilateral formed by the lines |x|+|y|=2 is :

$( \mathbf{B} )$ 6

(D) none

$(\mathbb{C})4$

(A) 8"
MA0425,INT,MODULE,MA04,admin,"Consider a parallelogram whose sides are represented by the lines 2x+ 3y=0; 2x+ 3y-5=0;

$3x-4y=0$ and 3x$-4y=3.$ The equation of the diagonal not passing through the origin, is-

(A)21x-11y+15=0

$\begin{array}{l}{(\mathbf{B})\:9\mathrm{x}-1\:1\mathrm{y}+15=0}\\{(\mathbf{D})\:21\mathrm{x}-1\:1\mathrm{y}-15=0}\end{array}$

(C) 21x-29y-15=0"
MA0426,INT,MODULE,MA04,admin,"If the straight lines, ax + amy + 1 = 0, bx + (m + 1) by + 1 = 0 and cx + (m+ 2) cy + 1 = 0,

m$\neq0$ are concurrent then a, b, c are in :

(A)A.P. only for m=1

$(\mathbf{B})$ A.P. for all m (D) H.P. for all m

(C) G.P. for all m"
MA0427,INT,MODULE,MA04,admin,"A ray of light passing through the point A(1,2) is reflected at a point B on the x-axis and then
passes through (5,3). Then the equation of AB is :

(A) 5x+4y=13

$( \mathbf{B} )$ 5x-4y=-3 (D) 4x-5y=-6

$( \mathbf{C} )$ 4x+5y=14

<table>
	<tbody>
		<tr>
			<td>38.</td>
			<td>If the line y= mx bisects the angle the quadratic equation: (A)  h$x^{2}$+ ( a- b) x- h= 0 (C) (a- b$) x^{2}$+ hx- ( a- b) = 0</td>
			<td>$tween the lines ax^{2}+2h xy+by^{2}=0$ then m is a root o $( \mathbf{B} )$ $\mathbf{x} ^{2}+$h$(\mathbf{a}-\mathbf{b})\mathbf{x}-1=0$ ( D)  ( a- b) $x^{2}$- hx- ( a- b) = 0</td>
		</tr>
		<tr>
			<td>39.</td>
			<td>If the equation ax$^2-6$xy+ y$^2+2$g m and m$^{2}$,then sum of all possible v (A)17 $(\mathbf{B})-19$</td>
			<td>$+2f$y+c=0 represents a pair of lines whose slopes ar ues of a is- $(\mathbf{C})19$ (D)-17</td>
		</tr>
		<tr>
			<td>40.</td>
			<td>Suppose that a ray of light leaves reflects off the x-axis, and finally ar</td>
			<td>e point (3,4), reflects off the y-axis towards the x-axis es at the point (8,2). The value of x, is-</td>
		</tr>
	</tbody>
</table>



POINT & STRAIGHT LINE

( A) x= 4$\frac 12\:$( B) x= 4$\frac 13\:$( C) x= 4$\frac 23$

(D)x$=5\frac13$"
MA0428,INT,MODULE,MA04,admin,"Let S= $\{$( x, y) | $x^{2}$+ 2xy+ $y^{2}$- 3x- 3y+ 2= 0$\}$, then S- 
(A) consists of two coincident lines.
(B) consists of two parallel lines which are not coincident.
(C) consists of two intersecting lines.
( D) is a parabola. 

$[\mathbf{MATRIX~LIST~TYPE}]$"
MA0429,INT,MODULE,MA04,admin,"Find the equation to the straight line :

Column-I

$(\mathbf{P})$

passing through the point (2,3) and perpendicular to

the straight line 4x-3y=10.

$(\mathbb{Q})$

passing through the point (-6, 10) and perpendicular

Column-II
(1) 4y+1 1 x=10 (2) 4y+3x=18 (3) x+4y+16=0 (4) 9y-8x=118

to the straight line 7x+8y=5.

$(\mathbf{R})$

passing through the point (2,-3) and perpendicular to

the straight line joining the points (5,7) and (-6,3).

(S)

passing through the point (-4,-3) and perpendicular to

the straight line joining (1,3) and (2,7).

$Codes:$

$\begin{array}{cccccccc}&&\mathbf{P}&&\mathbf{Q}&&\mathbf{R}&&\mathbf{S}\\(\mathbf{A})&1&&2&&3&&4\\(\mathbf{B})&2&&4&&1&&3\\(\mathbf{C})&4&&3&&2&&1\\(\mathbf{D})&1&&3&&4&&2\end{array}$"
MA0430,INT,MODULE,MA04,admin,"Column- II

Column-I

<table>
	<tbody>
		<tr>
			<td>(A)</td>
			<td>The ratio in which the point divides the line segment joining the points (1,3) and (2,7)is p:q, then (p+q) is (p < q are coprime)</td>
			<td>$(\mathbf{P})$</td>
			<td>- 5</td>
		</tr>
		<tr>
			<td>$(\mathbf{B})$</td>
			<td>The ratio in which the point (-2,-9) divides</td>
			<td>$(\mathbb{Q})$</td>
			<td> </td>
		</tr>
		<tr>
			<td> </td>
			<td>The line segment joining the points (1,3) and (2,7)</td>
			<td> </td>
			<td> </td>
		</tr>
		<tr>
			<td>$(\mathbf{C})$</td>
			<td>If(1 divid oinins . 1.2) and</td>
			<td>$(\mathbf{R})$   1</td>
			<td>5</td>
		</tr>
	</tbody>
</table>


$\underline{6}$



<table>
	<tbody>
		<tr>
			<td> </td>
			<td>$\left|4.-2\right)\ln$ratio $)+q)$is 1110</td>
			<td> </td>
			<td> </td>
		</tr>
		<tr>
			<td>(D)</td>
			<td>If (p, q) divides externally the line joining (-1, 2) (4,-5) in ratio 2:3 then (p+q) is</td>
			<td>(S)</td>
			<td>7</td>
		</tr>
		<tr>
			<td> </td>
			<td>Column- I</td>
			<td>$\mathbf{Column-II}$</td>
			<td> </td>
		</tr>
		<tr>
			<td>(A)</td>
			<td>The points (2,-2),(8,4),(5,7) and (-1,1)</td>
			<td>(P) square</td>
			<td> </td>
		</tr>
		<tr>
			<td>$(\mathbf{B})$</td>
			<td>The points (0,-1),(2,1),(0,3) and (-2,1) taken in order are the vertices of a</td>
			<td>$(\mathbb{Q})$ rectangle</td>
			<td>2</td>
		</tr>
		<tr>
			<td>$(\mathbf{C})$</td>
			<td>The points (3,-5),(-5,-4),(7,10),(15,9) taken in order are the vertices of a</td>
			<td>$(\mathbf{R})$ trapezium</td>
			<td>$n$</td>
		</tr>
		<tr>
			<td rowspan=""2"">$(\mathbf{D})$</td>
			<td>The points (-3,4),(-1,0),(1,0) and (3,4)</td>
			<td>(S)F parallelog</td>
			<td>gram</td>
		</tr>
		<tr>
			<td>taken in order are the vertices of a</td>
			<td>(T) . cyclic 1 $:qu.$</td>
			<td>ladrilateral</td>
		</tr>
	</tbody>
</table>"
MA0431,INT,MODULE,MA04,admin,"<table>
	<tbody>
		<tr>
			<th colspan=""2"">Column- I</th>
			<th colspan=""2"">Column-II</th>
		</tr>
		<tr>
			<th>(A)</th>
			<th>The points (2,-2),(-2,1) and (5,2)</th>
			<th>$(\mathbf{P})$</th>
			<th>are the vertices of a right angled triangle</th>
		</tr>
		<tr>
			<td>$(\mathbf{B})$</td>
			<td>The points (1,-2),(-3,0) and (5,6)</td>
			<td>$(\mathbb{Q})$</td>
			<td>are the vertices of a right angle isosceles triangle</td>
		</tr>
		<tr>
			<td>$(\mathbf{C})$</td>
			<td>The points (3,7),(6,5) and (15,-1)</td>
			<td>$(\mathbf{R})$</td>
			<td>are the vertices of an equilatera triangle</td>
		</tr>
		<tr>
			<td>(D)</td>
			<td>The points (2,2),(-2,-2) and $\left(-2\sqrt{3},2\sqrt{3}\right)$</td>
			<td>$(\mathbf{S})$</td>
			<td>do not form a triangle</td>
		</tr>
	</tbody>
</table>"
MA0432,INT,MODULE,MA04,admin,"Equation of Straight Line
<table>
	<tbody>
		<tr>
			<td>(A)</td>
			<td>Column- I Which cuts-off an intercept 4 on the x-axis and passes</td>
			<td>${\mathbf{Column-II}}$ $( \mathbf{P} )$ $2\mathbf{x} + \mathbf{y} + 1= 0$</td>
		</tr>
		<tr>
			<th> </th>
			<th>Column- I</th>
			<th>Column-II</th>
		</tr>
		<tr>
			<td>(A)</td>
			<td>Column-I Which cuts-off an intercept 4 on the x-axis and passes through the point (2,-3).</td>
			<td>Column-II (P) 2x+y+1=0</td>
		</tr>
		<tr>
			<td rowspan=""2"">$(\mathbf{B})$</td>
			<td>Which cuts-off equal intercepts on the co-ordinate axes and</td>
			<td>$(\mathbb{Q})$x+y=7</td>
		</tr>
		<tr>
			<td>passes through (2,5)</td>
			<td> </td>
		</tr>
		<tr>
			<td rowspan=""2"">$(\mathbf{C})$</td>
			<td>Which makes an angle of 135° with the axis of x and</td>
			<td>$( \mathbf{R} )$ $3\mathbf{x} - 2\mathbf{y} = 12$</td>
		</tr>
		<tr>
			<td>which cuts the axis of y at a distance -8 from the origin and</td>
			<td> </td>
		</tr>
		<tr>
			<td rowspan=""2"">$(\mathbf{D})$</td>
			<td>Through the point (4,1) and making with the axes in the</td>
			<td>(S)x+4y=8</td>
		</tr>
		<tr>
			<td>first quae area is $\aleph$</td>
			<td>(T) x+y+8=0</td>
		</tr>
	</tbody>
</table>



POINT & STRAIGHT LINE"
MA0433,SMCQ,MODULE,MA04,admin,"<table>
	<tbody>
		<tr>
			<th colspan=""2"">Column- I</th>
			<th colspan=""2"">$\mathbf{Column-II}$</th>
		</tr>
		<tr>
			<th>(A)</th>
			<th>The four lines 3x-4y+11=0; 3x- 4y- 9= 0; 4x+ 3y+ 3= 0 and 4x+3y-17=0 enclose a figure which is</th>
			<th>$(\mathbf{P})$</th>
			<th>a quadrilateral which is neither a parallelogram nor a trapezium non a kite.</th>
		</tr>
		<tr>
			<td>$(\mathbf{B})$</td>
			<td>The lines 2x+y=1, x+2y=1, 2x+y=3 and x+2y=3 form a figure which is</td>
			<td>$(\mathbb{Q})$</td>
			<td>a parallelogram which is neither $a$ rectangle nor a rhombus</td>
		</tr>
		<tr>
			<td>$(\mathbf{C})$</td>
			<td>If ""O' is the origin, P is the intersection of the lines 2$x^{2}$- 7xy+ 3$y^{2}$+ 5x+ 10y- 25= 0,  A and B are the points in which these lines are cut by the line x+ 2y-5=0, then the points O,A,P,B (in some order) are the vertices of</td>
			<td>$(\mathbf{R})$</td>
			<td>a rhombus which is not a square</td>
		</tr>
		<tr>
			<td> </td>
			<td> </td>
			<td>$S$</td>
			<td>a square</td>
		</tr>
	</tbody>
</table>

<table>
	<tbody>
		<tr>
			<td> </td>
			<td>point P lying inside the triangle OMN (where ""O' is origin) are (a, b) such that the areas of the triangle POM, PON and PMN are equal. Find (a) the coordinates of the point P and (b) the radius of the circle escribed opposite to the angle N.</td>
		</tr>
		<tr>
			<td>2.</td>
			<td>Two vertices of a triangle are $(4,-3)\&(-2,5).$ If the orthocentre of the triangle is at (1,2),find the coordinates of the third vertex.</td>
		</tr>
		<tr>
			<td>3.</td>
			<td>The point A divides the join of P (-5,1) and Q (3,5) in the ratio K: 1. Find the two values of K for which the area of triangle ABC, where B is (1,5)&C is equal to 2 units in magnitude</td>
		</tr>
	</tbody>
</table>
8



POINT & STRAIGHT LINE"
MA0434,SMCQ,MODULE,MA04,admin,"Determine the ratio in which the point P(3 , 5) divides the join of A(1, 3)&B(7,9). Find the
harmonic conjugate of P w.r.t. A & B."
MA0435,SMCQ,MODULE,MA04,admin,"A line is such that its segment between the straight lines 5x -y -4=0 and 3x + 4y-4=0 is
bisected at the point (1,5). Obtain the equation."
MA0436,SMCQ,MODULE,MA04,admin,"The area of a triangle is 5.Two of its vertices are $(2,1)\&(3,-2).$ The third vertex lies on
y=x+3. Find the third vertex."
MA0437,SMCQ,MODULE,MA04,admin,"A variable line, drawn through the point of intersection of the straight lines $\frac{\mathrm{x}}{\mathrm{a}}+\frac{\mathrm{y}}{\mathrm{b}}=1$ and
$\frac{\mathrm{x}}{\mathrm{b}}+\frac{\mathrm{y}}{\mathrm{a}}=1$,meets the coordinate axes in A & B. Find the locus of the midpoint of AB."
MA0438,SMCQ,MODULE,MA04,admin,Consider the family of lines ( x- y- 6) + $\lambda$ ( 2x+ y+ 3) = 0 and ( x+ 2y- 4) + $\lambda$ ( 3x- 2y- 4) = 0. If the lines of these 2 families are at right angle to each other then find the locus of their point of intersection.
MA0439,SMCQ,MODULE,MA04,admin,"Two consecutive sides of a parallelogram are 4x + 5y = 0 & 7 x + 2y = 0. If the equation to one
diagonal is 11x+7y=9, find the equation to the other diagonal.
$\mathbf{10. \:}$The line 3x$+2y=24$ meets the y-axis at A & the x-axis at B. The perpendicular bisector of AB
meets the line through (0,-1) parallel to x-axis at C. Find the area of the triangle ABC"
MA0440,SMCQ,MODULE,MA04,admin,"If the straight line drawn through the point P $(\sqrt{3},2)\&$ inclined at an angle $\frac\pi6$with the x-axis,
meets the line $\sqrt3$ x-4y+8=0 at Q. Find the length PQ."
MA0441,SMCQ,MODULE,MA04,admin,"A triangle has side lengths 18,24 and 30.Find the area of the triangle whose vertices are the
incentre, circumcentre and centroid of the triangle."
MA0442,SMCQ,MODULE,MA04,admin,"The points $(1,3)\&(5,1)$ are two opposite vertices of a rectangle. The other two vertices lie on
the line y=2x+c. Find c& the remaining vertices."
MA0443,SMCQ,MODULE,MA04,admin,"A straight line L is perpendicular to the line 5x-y=1. The area of the triangle formed by the
line L & the coordinate axes is 5. Find the equation of the line."
MA0444,SMCQ,MODULE,MA04,admin,"Two equal sides of an isosceles triangle are given by the equations 7x-y+3=0 and x+y-3=0
& its third side passes through the point (1,-10). Determine the equation of the third side

$\boxed{9}$



POINT & STRAIGHT LINE"
MA0445,SMCQ,MODULE,MA04,admin,"The equations of the perpendicular bisectors of the sides AB & AC of a triangle ABC are $x-y+5=0\&x+2y=0$, respectively. If the point A is (1,-2) find the equation of the line $BC.$"
MA0446,SMCQ,MODULE,MA04,admin,"Given vertices A $(1,1),\mathbf{B}(4,-2)\&\mathbf{C}(5,5)$ of a triangle, find the equation of the perpendiculat
dropped from C to the interior bisector of the angle A."
MA0447,SMCQ,MODULE,MA04,admin,"Consider a triangle ABC with sides AB and AC having the equations L$_1=0$ and L2=0. Let the centroid, orthocentre and circumcentre of the $\Delta$ABC are G, H and S respectively. L=0 denotes the equation of sides BC.
( a) If $L_{1}$: 2x- y= 0 and $L_{2}$: x+ y= 3 and G( 2, 3) then find the slope of the line L= 0. ( b) If $L_{1}$: 2x+ y= 0 and $L_{2}$: x- y+ 2= 0 and H( 2, 3) then find the y- intercept of L= 0. ( c) If $L_{1}$: x+ y- 1= 0 and $L_{2}$: 2x- y+ 4= 0 and S( 2, 1) then find the x- intercept of the line L= 0."
MA0448,SMCQ,MODULE,MA04,admin,"Let P be the point (3,2). Let Q be the reflection of P about the x-axis. Let R be the reflection of
Q about the line y=-x and let S be the reflection of R through the origin. PQRS is a convex
quadrilateral. Find the area of PQRS."
MA0449,SMCQ,MODULE,MA04,admin,"Let O(0,0), A(6,0) and B$(3,\sqrt3)$ be the vertices of $\Delta$OAB. Let R be the region consisting of
all those points P inside $\Delta$OAB which satisfy d(P, OA)\leq minimum (d(P, OB), d(P, AB)) where d(P, OA), d(P, OB) and d(P, AB) represent the distance of P from the sides OA, OB and AB respectively. If the area of region R is 9(a-$\sqrt{\mathrm{b}}$) where a and b are coprime, then find the value of(a+b)"
MA0450,SMCQ,MODULE,MA04,admin,"Consider a line pair $2\mathrm{x} ^2+ 3$xy$- 2\mathrm{y} ^2- 10$x+15y-28=0 and another line L passing through
origin with gradient 3. The line pair and line L form a triangle whose vertices are A, B and C.
(a) Find the sum of the cotangents of the interior angles of the triangle ABC.
(b) Find the area of triangle ABC
(c) Find the radius of the circle touching all the 3 sides of the triangle."
MA0451,SMCQ,MODULE,MA04,admin,"A straight line is drawn from the point (1,0) to the curve x^2+ y^2+6x -10y+ 1=0, such that the intercept made on it by the curve subtends a right angle at the origin. Find the equations of the line.



10



POINT & STRAIGHT LINE

EXERCISE#3(JM)

(1) $3x- 4y+ 7= 0$ (2) $4x+ 3y= 24$ (3) $3x+ 4y= 25$ (4) $x+ y= 7$"
MA0452,SMCQ,MODULE,MA04,admin,"A straight line passing through the point A(3,4) is such that its intercept between the axes is
$[\mathbf{AIEEE2006}]$
bisected at A. Then its equation is-"
MA0453,SMCQ,MODULE,MA04,admin,"If (a, a$^{2})$ falls inside the angle made by the lines y$=\frac{\Delta}{2}$,x>0 and y=3x, x>0, then a belong
$[\mathbf{AIEEE2006}]$
to-


$( 3) \left ( - 3, - \frac 12\right )$ $( 4) \left ( 0, \frac 12\right )$

$( 1) \left ( 3, \:\infty \right )$ $( 2) \left ( \frac 12, 3\right )$

Let P(-1,0) Q(0,0) and R(3,3 $\sqrt{3}$ )be three points. The equation of the bisector of the angle
$[AIEEE2007]$
$PQRis-$
$$)\:{\sqrt{3}}\:\mathrm{x}+\mathrm{y}=0\quad(2)\:\mathrm{x}\:+\:{\frac{\sqrt{3}}{2}}\:\mathrm{y}=0\quad(3)\:{\frac{\sqrt{3}}{2}}\:\mathrm{x}\:+\mathrm{y}=0\quad(4)\:\mathrm{x}\:+\:{\sqrt{3}}\:\mathrm{y}=0$$
$\boxed{11}$



POINT & STRAIGHT LINE"
MA0454,SMCQ,MODULE,MA04,admin,"If one of the lines of my$^2+(1-\mathrm{m}^2)$xy-m$\mathrm{x} ^2= 0$ is a bisector of the angle between the lines
$[AIEEE2007]$
xy=0,then m is-

(2)-2

(3)1

(4)2

$(1)-\frac{1}{2}$"
MA0455,SMCQ,MODULE,MA04,admin,"The perpendicular bisector of the line segment joining P (1,4) and Q (k,3) has y- intercept -4.
$[AIEEE2008]$
Then a possible value of k is-
(3)-2

(1)1

(2) 2


(4)-4"
